pID,CS_Type,Connection 1,Connection 2,Connection 3,Connection 4,Connection 5,Connection 6,Connection 7,Connection 8,Connection 9,Connection 10,Connection 11,Connection 12,Connection 13,Connection 14,Connection 15,Connection 16,Connection 17,Connection 18,Connection 19,Connection 20,Connection 21,Connection 22,Connection 23,Connection 24,Connection 25,Connection 26,Connection 27,Connection 28,Connection 29,Connection 30
28,CSm,0.5363191175,-0.1820882813,0.4110418083,0.3427075201,0.495522841,0.5212908658,0.03000154922,0.238435746,0.5128009885,0.8501171541,-0.9575895644,0.1988870165,-0.4762212771,-0.7339900327,-0.3166836128,1.224714319,0.702750418,-0.287784942,1.191497688,2.248301366,0.4619889743,0.6992138232,-0.1501609908,0.507454568,1.470354986,0.2236284049,0.3966636951,-0.03570536272,0.3390967667,0.4897393105
29,CSm,0.9116717259,0.4871155517,0.7223379805,0.7171418587,0.9178716059,0.775708963,0.2645980746,0.4926346997,0.4422658303,0.4693018872,1.101632504,0.6949395627,1.287012999,1.407592605,1.773517772,0.8835773175,0.6977686137,0.6896496893,1.06359375,1.241414645,0.7460236754,0.5333230037,0.6505332276,0.9204669297,1.10249597,0.5961222497,0.3383741873,0.5092815037,0.6649765603,0.6843383221
1,CSpACQ,0.4933624455,0.07042340691,-0.4022863494,0.207294022,0.6274735788,0.3305402868,-0.001971179838,0.1842662458,0.2385236314,0.5609724005,0.7910148046,-0.04532432967,0.804769228,-0.9418603178,-1.817248409,-0.3494824069,0.2005684096,0.02808627714,0.44118251,0.1712966424,0.1208099679,0.2033677671,-0.04361072453,0.3161313175,0.7069891247,0.2007528343,0.2801869295,-0.06091830174,0.1126701792,0.4214608891
2,CSpACQ,0.091281022,-0.01338583911,0.09502045834,0.1252040333,0.4178415045,0.36060148,-0.01902900593,-0.009715030042,0.5410129284,-0.1626739464,-0.22084559,-0.2351264773,0.7971641071,-1.504349848,-1.397322543,0.4091595156,-0.119257786,0.1270163,-0.9483490583,0.1701916647,0.09832393747,0.1656337501,-0.05710051905,-0.1809744714,0.6750382089,0.310131889,-0.06346376258,-0.04740360726,0.031369837,0.6539368988
3,CSpACQ,0.2751064477,-0.0326810846,0.3221177182,0.60092648,0.601462644,0.2919693456,0.158819878,0.01911090955,0.263927308,-0.1298347178,-0.2341719081,1.696458991,0.1217331895,2.040067645,1.533030641,1.409585347,0.1062049703,0.03857750592,1.585140695,1.600366542,0.4960898528,0.2050443925,0.1307805869,0.2932648328,1.108786216,0.3306013665,-0.06122766233,0.06415430523,0.1951349725,0.7378913438
4,CSpACQ,-0.1741198504,0.03465210716,-0.1983153342,0.3459400233,0.5373112182,-0.08854808002,-0.07745840951,-0.06204439414,0.4727168075,0.4168621542,0.0690929718,-0.3234168241,0.4060384638,0.926008638,1.096989629,-0.6082748403,-0.2525060444,0.6016771464,0.005882229156,0.1265811287,0.1349826922,0.2124001422,0.1911381045,-0.01396691006,1.453510613,0.06591906496,0.02821047368,0.07953538943,-0.005752491006,0.4987044135
5,CSpACQ,-0.2592137748,0.07154735257,-0.08046701505,-0.8853734996,-0.9508283378,-0.1794895784,-0.05659373654,0.3242081734,-0.2858607778,-0.5825098432,0.09112426886,-0.05886988782,-0.03967186487,-0.4865322219,-0.07386992186,-0.2330270812,1.257967684,-0.09609528033,0.9150009394,-0.1242604892,-0.273035934,-0.146654196,-0.1037813795,0.09004186668,0.6702261191,-0.2784646447,-0.2416312733,0.02975982444,-0.01412132178,0.8533872251
6,CSpACQ,0.1980047809,0.003120865998,-0.1399942009,0.677299445,1.410070631,0.180265908,-0.04435282836,-0.06561847533,0.464011245,0.3500108966,-0.2023416229,-0.5725848134,-0.303673614,-0.1053231854,3.564459467,-0.2729104904,-0.1222957687,-0.04384507345,-0.8766475032,-0.481661536,0.1561040673,0.1171691074,0.001417905668,-0.1125099091,0.4446471033,0.2836723433,0.06942250625,0.05747754842,-0.04471559408,0.3638612285
7,CSpACQ,0.3768991591,0.09088974481,0.0489677235,0.3940891351,0.5834471058,0.2746792774,-0.17934219,-0.3526650882,0.7261632036,0.7360030309,0.277798898,-0.7920863207,0.750196163,-0.8414051447,0.110107633,0.1682844402,-1.013712178,0.6368081295,0.3051421731,0.3896340019,0.06195457339,0.2112964818,-0.07037825299,-0.002691688128,0.678395878,0.1446405112,0.2523707092,0.008877560409,0.01523183577,0.7957662246
8,CSpACQ,-0.0467339402,0.1568487066,-0.08933845857,-0.3560571724,0.03358916762,-0.03674466533,0.04559102782,0.09519668415,0.1764880919,0.2076176915,0.791813498,0.3272952086,0.08372496752,-0.2261035171,-0.9380346558,-0.2773671762,0.3624441441,0.03245104268,-0.773062616,-0.5637897109,-0.2204539616,0.1503757947,-0.02655967623,-0.1667343024,1.176551826,0.003249927696,0.08738065647,-0.06578805388,-0.06911611893,0.5946654824
